gene_id,gene_symbol,chr,gene_length
gene_10051,LOC442454,chrX,797
gene_10052,LOC442459,chrX,2174
gene_10053,LOC493754,chr7,5046
gene_10054,LOC494141,chr11,3748
gene_10055,LOC541471,chr2,2457
gene_10056,LOC541473,chr7,980
gene_10057,LOC550112,chr4,5517
gene_10058,LOC550643,chrX,694
gene_10059,LOC554202,chr9,2148
gene_10060,LOC55908,chr19,997
gene_10061,LOC572558,chr9,532
gene_10062,LOC595101,chr16,4300
gene_10063,LOC606724,chr16,1142
gene_10064,LOC613037,chr16,3492
gene_10065,LOC619207,chr10,7861
gene_10066,LOC641298,chr16,7809
gene_10067,LOC641367,chr19,2694
gene_10068,LOC642587,chr1,890
gene_10069,LOC642597,chr18,2302
gene_10070,LOC642826,chr10,9768
gene_10071,LOC642846,chr12,4875
gene_10072,LOC642852,chr21,7265
gene_10073,LOC642929,chr9,985
gene_10074,LOC643008,chr17,1548
gene_10075,LOC643387,chr2,2659
gene_10076,LOC643486,chrX,817
gene_10077,LOC643677,chr13,21470
gene_10078,LOC643719,chr19,602
gene_10079,LOC643763,chr8,7041
gene_10080,LOC643837,chr1,9233
gene_10081,LOC643923,chr11,972
gene_10082,LOC643955,chr7,1766
gene_10083,LOC644145,chr4,388
gene_10084,LOC644165,chr22,1425
gene_10085,LOC644172,chr17,2258
gene_10086,LOC644538,chrX,1536
gene_10087,LOC644669,chr18,2097
gene_10088,LOC644936,chr5,1381
gene_10089,LOC645166,chr1,1555
gene_10090,LOC645323,chr5,5228
gene_10091,LOC645332,chr11,1859
gene_10092,LOC645431,chr14,2025
gene_10093,LOC645676,chr1,1964
gene_10094,LOC645752,chr15,3279
gene_10095,LOC646214,chr15,8226
gene_10096,LOC646471,chr1,3653
gene_10097,LOC646498,chr3,702
gene_10098,LOC646627,chr1,435
gene_10099,LOC646762,chr7,6467
gene_10100,LOC646813,chr11,1177
gene_10101,LOC646851,chr22,10432
gene_10102,LOC646982,chr13,5257
gene_10103,LOC646999,chr7,2602
gene_10104,LOC647121,chr1,4519
gene_10105,LOC647288,chr13,2629
gene_10106,LOC647309,chr3,3624
gene_10107,LOC647859,chr5,578
gene_10108,LOC647946,chr18,2873
gene_10109,LOC647979,chr20,5343
gene_10110,LOC648691,chr22,3105
gene_10111,LOC648740,chr1,1983
gene_10112,LOC649330,chr1,1002
gene_10113,LOC650293,chr4,651
gene_10114,LOC650368,chr11,3964
gene_10115,LOC650623,chr10,5920
gene_10116,LOC651250,,
gene_10117,LOC652276,chr16,5886
gene_10118,LOC653113,chr12,2143
gene_10119,LOC653501,chr9,8308
gene_10120,LOC653544,chr4,1466
gene_10121,LOC653545,chr4,4759
gene_10122,LOC653566,,
gene_10123,LOC653653,chr17,1160
gene_10124,LOC653786,chr16,2661
gene_10125,LOC654342,chr2,1598
gene_10126,LOC654433,chr2,4722
gene_10127,LOC678655,chr12,3809
gene_10128,LOC723809,chr7,1832
gene_10129,LOC723972,chr15,738
gene_10130,LOC727677,chr8,1924
gene_10131,LOC727896,chr18,3409
gene_10132,LOC727924,chr15,3916
gene_10133,LOC728024,chr8,1491
gene_10134,LOC728190,chr10,7131
gene_10135,LOC728264,chr5,969
gene_10136,LOC728276,chr16,2831
gene_10137,LOC728323,chr2,1391
gene_10138,LOC728392,chr17,1493
gene_10139,LOC728410,,
gene_10140,LOC728554,chr5,2325
gene_10141,LOC728606,chr18,2598
gene_10142,LOC728613,chr5,6437
gene_10143,LOC728640,chr10,2519
gene_10144,LOC728643,chr10,542
gene_10145,LOC728723,chr5,3444
gene_10146,LOC728743,chr7,3669
gene_10147,LOC728758,chr15,2346
gene_10148,LOC728819,chr2,1170
gene_10149,LOC728855,chr1,3969
gene_10150,LOC728875,chr1,2802
gene_10151,LOC728989,chr1,1076
gene_10152,LOC729020,chr10,2130
gene_10153,LOC729082,chr15,1894
gene_10154,LOC729121,chr2,1729
gene_10155,LOC729156,chr7,2426
gene_10156,LOC729176,chr6,2156
gene_10157,LOC729234,chr2,852
gene_10158,LOC729375,chr3,2425
gene_10159,LOC729467,chr1,1043
gene_10160,LOC729603,chr6,3131
gene_10161,LOC729609,chrX,628
gene_10162,LOC729668,,
gene_10163,LOC729678,chr5,2265
gene_10164,LOC729799,chr11,2572
gene_10165,LOC729991-MEF2B,chr19,2242
gene_10166,LOC729991,chr19,2447
gene_10167,LOC730101,chr6,6319
gene_10168,LOC730668,chr22,4162
gene_10169,LOC730811,chr2,3242
gene_10170,LOC731779,chr8,796
gene_10171,LOC731789,chr10,6104
gene_10172,LOC732275,chr16,4315
gene_10173,LOC80054,chr19,2201
gene_10174,LOC80154,chr15,21875
gene_10175,LOC81691,chr16,3149
gene_10176,LOC84740,chr4,6794
gene_10177,LOC84856,chr10,2643
gene_10178,LOC84931,chr2,2015
gene_10179,LOC84989,chr10,1334
gene_10180,LOC90110,,
gene_10181,LOC90246,chr3,2752
gene_10182,LOC90586,chr17,2073
gene_10183,LOC90784,chr2,3653
gene_10184,LOC90834,chr22,2421
gene_10185,LOC91149,chr2,4621
gene_10186,LOC91316,chr22,10572
gene_10187,LOC91450,chr15,993
gene_10188,LOC91948,chr15,1517
gene_10189,LOC92249,chrX,2886
gene_10190,LOC92659,chr17,2804
gene_10191,LOC92973,chr9,5245
gene_10192,LOC93432,chr7,1591
gene_10193,LOC93622,chr4,2115
gene_10194,LOC96610,chr22,5020
gene_10195,LOH12CR1,chr12,2085
gene_10196,LOH12CR2,chr12,1538
gene_10197,LOH3CR2A,chr3,2887
gene_10198,LONP1,chr19,4445
gene_10199,LONP2,chr16,4448
gene_10200,LONRF1,chr8,3737
gene_10201,LONRF2,chr2,13912
gene_10202,LONRF3,chrX,3699
gene_10203,LOR,chr1,1229
gene_10204,LOXHD1,chr18,9478
gene_10205,LOXL1,chr15,2361
gene_10206,LOXL2,chr8,3810
gene_10207,LOXL3,chr2,4445
gene_10208,LOXL4,chr10,3657
gene_10209,LOX,chr5,5836
gene_10210,LPAL2,chr6,2502
gene_10211,LPAR1,chr9,3812
gene_10212,LPAR2,chr19,3501
gene_10213,LPAR3,chr1,2496
gene_10214,LPAR4,chrX,2832
gene_10215,LPAR5,chr12,3004
gene_10216,LPAR6,chr13,6523
gene_10217,LPA,chr6,6489
gene_10218,LPCAT1,chr5,4091
gene_10219,LPCAT2,chr16,6232
gene_10220,LPCAT3,chr12,2486
gene_10221,LPCAT4,chr15,2269
gene_10222,LPGAT1,chr1,8568
gene_10223,LPHN1,chr19,7857
gene_10224,LPHN2,chr1,6711
gene_10225,LPHN3,chr4,6957
gene_10226,LPIN1,chr2,6976
gene_10227,LPIN2,chr18,6229
gene_10228,LPIN3,chr20,4562
gene_10229,LPL,chr8,3747
gene_10230,LPO,chr17,4751
gene_10231,LPPR1,chr9,3074
gene_10232,LPPR2,chr19,4437
gene_10233,LPPR3,chr19,3248
gene_10234,LPPR4,chr1,5022
gene_10235,LPPR5,chr1,4135
gene_10236,LPP,chr3,23496
gene_10237,LPXN,chr11,2563
gene_10238,LQK1,chr1,1257
gene_10239,LRAT,chr4,5755
gene_10240,LRBA,chr4,14011
gene_10241,LRCH1,chr13,8435
gene_10242,LRCH2,chrX,4925
gene_10243,LRCH3,chr3,3417
gene_10244,LRCH4,chr7,3406
gene_10245,LRDD,chr11,9595
gene_10246,LRFN1,chr19,3132
gene_10247,LRFN2,chr6,3144
gene_10248,LRFN3,chr19,2515
gene_10249,LRFN4,chr11,2528
gene_10250,LRFN5,chr14,5968
gene_10251,LRG1,chr19,1780
gene_10252,LRGUK,chr7,2700
gene_10253,LRIG1,chr3,5612
gene_10254,LRIG2,chr1,4127
gene_10255,LRIG3,chr12,4310
gene_10256,LRIT1,chr10,2301
gene_10257,LRIT2,chr10,3118
gene_10258,LRIT3,chr4,4388
gene_10259,LRMP,chr12,3391
gene_10260,LRP10,chr14,4543
gene_10261,LRP11,chr6,4303
gene_10262,LRP12,chr8,10035
gene_10263,LRP1B,chr2,16531
gene_10264,LRP1,chr12,17495
gene_10265,LRP2BP,chr4,5158
gene_10266,LRP2,chr2,16351
gene_10267,LRP3,chr19,8287
gene_10268,LRP4,chr11,8555
gene_10269,LRP5L,chr22,4558
gene_10270,LRP5,chr11,5322
gene_10271,LRP6,chr12,10520
gene_10272,LRP8,chr1,10046
gene_10273,LRPAP1,chr4,10536
gene_10274,LRPPRC,chr2,6822
gene_10275,LRRC10B,chr11,2219
gene_10276,LRRC10,chr12,2598
gene_10277,LRRC14B,chr5,1573
gene_10278,LRRC14,chr8,5434
gene_10279,LRRC15,chr3,5940
gene_10280,LRRC16A,chr6,6648
gene_10281,LRRC16B,chr14,5724
gene_10282,LRRC17,chr7,2270
gene_10283,LRRC18,chr10,1619
gene_10284,LRRC19,chr9,3608
gene_10285,LRRC1,chr6,3424
gene_10286,LRRC20,chr10,3727
gene_10287,LRRC23,chr12,1971
gene_10288,LRRC24,chr8,1772
gene_10289,LRRC25,chr19,3350
gene_10290,LRRC26,chr9,1195
gene_10291,LRRC27,chr10,10478
gene_10292,LRRC28,chr15,2629
gene_10293,LRRC29,chr16,3789
gene_10294,LRRC2,chr3,5281
gene_10295,LRRC30,chr18,906
gene_10296,LRRC31,chr3,3619
gene_10297,LRRC32,chr11,6309
gene_10298,LRRC33,chr3,2464
gene_10299,LRRC34,chr3,2690
gene_10300,LRRC36,chr16,3985
gene_10301,LRRC37A2,chr17,8161
gene_10302,LRRC37A3,chr17,7113
gene_10303,LRRC37A4,chr17,5550
gene_10304,LRRC37A,chr17,8163
gene_10305,LRRC37B2,chr17,7050
gene_10306,LRRC37B,chr17,4800
gene_10307,LRRC39,chr1,2085
gene_10308,LRRC3B,chr3,2407
gene_10309,LRRC3,chr21,2505
gene_10310,LRRC40,chr1,2945
gene_10311,LRRC41,chr1,5051
gene_10312,LRRC42,chr1,1788
gene_10313,LRRC43,chr12,2708
gene_10314,LRRC45,chr17,2599
gene_10315,LRRC46,chr17,1922
gene_10316,LRRC47,chr1,2648
gene_10317,LRRC48,chr17,2586
gene_10318,LRRC49,chr15,4205
gene_10319,LRRC4B,chr19,2957
gene_10320,LRRC4C,chr11,3731
gene_10321,LRRC4,chr7,3707
gene_10322,LRRC50,chr16,2886
gene_10323,LRRC52,chr1,1122
gene_10324,LRRC55,chr11,5407
gene_10325,LRRC56,chr11,2774
gene_10326,LRRC57,chr15,2867
gene_10327,LRRC58,chr3,7683
gene_10328,LRRC59,chr17,2915
gene_10329,LRRC61,chr7,2323
gene_10330,LRRC66,chr4,3329
gene_10331,LRRC67,chr8,1083
gene_10332,LRRC69,chr8,1836
gene_10333,LRRC6,chr8,2260
gene_10334,LRRC70,chr5,2249
gene_10335,LRRC7,chr1,9541
gene_10336,LRRC8A,chr9,4762
gene_10337,LRRC8B,chr1,8063
gene_10338,LRRC8C,chr1,7207
gene_10339,LRRC8D,chr1,4052
gene_10340,LRRC8E,chr19,3745
gene_10341,LRRCC1,chr8,5014
gene_10342,LRRFIP1,chr2,8533
gene_10343,LRRFIP2,chr3,3841
gene_10344,LRRIQ1,chr12,7706
gene_10345,LRRIQ3,chr1,5468
gene_10346,LRRIQ4,chr3,1824
gene_10347,LRRK1,chr15,8603
gene_10348,LRRK2,chr12,14948
gene_10349,LRRN1,chr3,3823
gene_10350,LRRN2,chr1,3425
gene_10351,LRRN3,chr7,3727
gene_10352,LRRN4CL,chr11,2585
gene_10353,LRRN4,chr20,3734
gene_10354,LRRTM1,chr2,4986
gene_10355,LRRTM2,chr5,7875
gene_10356,LRRTM3,chr10,7468
gene_10357,LRRTM4,chr2,6444
gene_10358,LRSAM1,chr9,4117
gene_10359,LRTM1,chr3,1277
gene_10360,LRTM2,chr12,4359
gene_10361,LRTOMT,chr11,7794
gene_10362,LRWD1,chr7,2198
gene_10363,LSAMP,chr3,9547
gene_10364,LSG1,chr3,3572
gene_10365,LSM10,chr1,850
gene_10366,LSM11,chr5,2561
gene_10367,LSM12,chr17,2751
gene_10368,LSM14A,chr19,4628
gene_10369,LSM14B,chr20,5116
gene_10370,LSM1,chr8,1339
gene_10371,LSM2,chr6,880
gene_10372,LSM3,chr3,695
gene_10373,LSM4,chr19,1825
gene_10374,LSM5,chr7,3386
gene_10375,LSM6,chr4,1496
gene_10376,LSM7,chr19,520
gene_10377,LSMD1,chr17,1363
gene_10378,LSP1,chr11,3152
gene_10379,LSR,chr19,2894
gene_10380,LSS,chr21,5271
gene_10381,LST-3TM12,chr12,2347
gene_10382,LST1,chr6,1743
gene_10383,LTA4H,chr12,3316
gene_10384,LTA,chr6,2153
gene_10385,LTB4R2,chr14,2959
gene_10386,LTB4R,chr14,4937
gene_10387,LTBP1,chr2,6889
gene_10388,LTBP2,chr14,8554
gene_10389,LTBP3,chr11,7695
gene_10390,LTBP4,chr19,7517
gene_10391,LTBR,chr12,2606
gene_10392,LTB,chr6,893
gene_10393,LTC4S,chr5,667
gene_10394,LTF,chr3,3513
gene_10395,LTK,chr15,3351
gene_10396,LTV1,chr6,3867
gene_10397,LUC7L2,chr7,4778
gene_10398,LUC7L3,chr17,5772
gene_10399,LUC7L,chr16,5308
gene_10400,LUM,chr12,2116
gene_10401,LUZP1,chr1,9443
gene_10402,LUZP2,chr11,5411
gene_10403,LUZP4,chrX,1728
gene_10404,LUZP6,chr7,3884
gene_10405,LXN,chr3,1260
gene_10406,LY6D,chr8,802
gene_10407,LY6E,chr8,1365
gene_10408,LY6G5B,chr6,1754
gene_10409,LY6G5C,chr6,1243
gene_10410,LY6G6C,chr6,992
gene_10411,LY6G6D,chr6,671
gene_10412,LY6G6E,chr6,1447
gene_10413,LY6G6F,chr6,1245
gene_10414,LY6H,chr8,2134
gene_10415,LY6K,chr8,4077
gene_10416,LY75,chr2,8946
gene_10417,LY86,chr6,942
gene_10418,LY96,chr8,615
gene_10419,LY9,chr1,4688
gene_10420,LYAR,chr4,1698
gene_10421,LYG1,chr2,1197
gene_10422,LYG2,chr2,1281
gene_10423,LYL1,chr19,1788
gene_10424,LYNX1,chr8,5863
gene_10425,LYN,chr8,4232
gene_10426,LYPD1,chr2,3202
gene_10427,LYPD2,chr8,534
gene_10428,LYPD3,chr19,4310
gene_10429,LYPD4,chr19,2094
gene_10430,LYPD5,chr19,2618
gene_10431,LYPD6B,chr2,1709
gene_10432,LYPD6,chr2,5041
gene_10433,LYPLA1,chr8,3255
gene_10434,LYPLA2P1,,
gene_10435,LYPLA2,chr1,1624
gene_10436,LYPLAL1,chr1,2174
gene_10437,LYRM1,chr16,3058
gene_10438,LYRM2,chr6,8572
gene_10439,LYRM4,chr6,1992
gene_10440,LYRM5,chr12,1261
gene_10441,LYRM7,chr5,6213
gene_10442,LYSMD1,chr1,2656
gene_10443,LYSMD2,chr15,1875
gene_10444,LYSMD3,chr5,8848
gene_10445,LYSMD4,chr15,5243
gene_10446,LYST,chr1,23497
gene_10447,LYVE1,chr11,2500
gene_10448,LYZL1,chr10,812
gene_10449,LYZL2,chr10,774
gene_10450,LYZL4,chr3,872
gene_10451,LYZL6,chr17,1284
gene_10452,LYZ,chr12,1516
gene_10453,LZIC,chr1,1625
gene_10454,LZTFL1,chr3,4514
gene_10455,LZTR1,chr22,5229
gene_10456,LZTS1,chr8,5924
gene_10457,LZTS2,chr10,7911
gene_10458,M6PR,chr12,2566
gene_10459,MAB21L1,,
gene_10460,MAB21L2,chr4,2769
gene_10461,MACC1,chr7,9158
gene_10462,MACF1,chr1,29525
gene_10463,MACROD1,chr11,1257
gene_10464,MACROD2,chr20,9037
gene_10465,MAD1L1,chr7,4606
gene_10466,MAD2L1BP,chr6,1629
gene_10467,MAD2L1,chr4,1436
gene_10468,MAD2L2,chr1,1831
gene_10469,MADCAM1,chr19,1537
gene_10470,MADD,chr11,7255
gene_10471,MAEA,chr4,3310
gene_10472,MAEL,chr1,2816
gene_10473,MAF1,chr8,1775
gene_10474,MAFA,chr8,2373
gene_10475,MAFB,chr20,3360
gene_10476,MAFF,chr22,2983
gene_10477,MAFG,chr17,5254
gene_10478,MAFK,chr7,6043
gene_10479,MAF,chr16,9525
gene_10480,MAGEA10,chrX,2762
gene_10481,MAGEA11,chrX,3728
gene_10482,MAGEA12,chrX,1943
gene_10483,MAGEA1,chrX,1709
gene_10484,MAGEA2,chrX,4582
gene_10485,MAGEA3,chrX,1724
gene_10486,MAGEA4,chrX,3360
gene_10487,MAGEA5,chrX,1664
gene_10488,MAGEA6,chrX,1828
gene_10489,MAGEA8,chrX,2425
gene_10490,MAGEA9B,chrX,3628
gene_10491,MAGEB10,chrX,1953
gene_10492,MAGEB16,chrX,1818
gene_10493,MAGEB18,chrX,1812
gene_10494,MAGEB1,chrX,1968
gene_10495,MAGEB2,chrX,1612
gene_10496,MAGEB3,chrX,2306
gene_10497,MAGEB4,chrX,2252
gene_10498,MAGEB6,chrX,1949
gene_10499,MAGEC1,chrX,5289
gene_10500,MAGEC2,chrX,1994
gene_10501,MAGEC3,chrX,3500
gene_10502,MAGED1,chrX,3252
gene_10503,MAGED2,chrX,3595
gene_10504,MAGED4B,chrX,3256
gene_10505,MAGED4,chrX,7974
gene_10506,MAGEE1,chrX,3701
gene_10507,MAGEE2,chrX,2257
gene_10508,MAGEF1,chr3,1682
gene_10509,MAGEH1,chrX,1462
gene_10510,MAGEL2,chr15,4298
gene_10511,MAGI1,chr3,11472
gene_10512,MAGI2,chr7,9350
gene_10513,MAGI3,chr1,10495
gene_10514,MAGIX,chrX,4984
gene_10515,MAGOHB,chr12,3320
gene_10516,MAGOH,chr1,756
gene_10517,MAGT1,chrX,4703
gene_10518,MAG,chr19,2714
gene_10519,MAK16,chr8,3574
gene_10520,MAK,chr6,4872
gene_10521,MAL2,chr8,2819
gene_10522,MALAT1,chr11,8707
gene_10523,MALL,chr2,3061
gene_10524,MALT1,chr18,5029
gene_10525,MAL,chr2,1137
gene_10526,MAMDC2,chr9,3767
gene_10527,MAMDC4,chr9,4488
gene_10528,MAML1,chr5,10471
gene_10529,MAML2,chr11,5428
gene_10530,MAML3,chr4,7100
gene_10531,MAMLD1,chrX,5055
gene_10532,MAMSTR,chr19,2125
gene_10533,MAN1A1,chr6,5528
gene_10534,MAN1A2,chr1,5388
gene_10535,MAN1B1,chr9,8181
gene_10536,MAN1C1,chr1,3326
gene_10537,MAN2A1,chr5,5491
gene_10538,MAN2A2,chr15,7684
gene_10539,MAN2B1,chr19,3304
gene_10540,MAN2B2,chr4,9488
gene_10541,MAN2C1,chr15,4208
gene_10542,MANBAL,chr20,1554
gene_10543,MANBA,chr4,3311
gene_10544,MANEAL,chr1,4980
gene_10545,MANEA,chr6,5593
gene_10546,MANF,chr3,939
gene_10547,MANSC1,chr12,2773
gene_10548,MAOA,chrX,5438
gene_10549,MAOB,chrX,3551
gene_10550,MAP1A,chr15,10275
gene_10551,MAP1B,chr5,12342
gene_10552,MAP1D,chr2,1770
gene_10553,MAP1LC3A,chr20,1143
gene_10554,MAP1LC3B2,chr12,832
gene_10555,MAP1LC3B,chr16,2679
gene_10556,MAP1LC3C,chr1,1192
gene_10557,MAP1S,chr19,3474
gene_10558,MAP2K1,chr15,2652
gene_10559,MAP2K2,chr19,2562
gene_10560,MAP2K3,chr17,2594
gene_10561,MAP2K4,chr17,3840
gene_10562,MAP2K5,chr15,2937
gene_10563,MAP2K6,chr17,5526
gene_10564,MAP2K7,chr19,5634
gene_10565,MAP2,chr2,13744
gene_10566,MAP3K10,chr19,3436
gene_10567,MAP3K11,chr11,5041
gene_10568,MAP3K12,chr12,4023
gene_10569,MAP3K13,chr3,12687
gene_10570,MAP3K14,chr17,6398
gene_10571,MAP3K15,chrX,5746
gene_10572,MAP3K1,chr5,7511
gene_10573,MAP3K2,chr2,10870
gene_10574,MAP3K3,chr17,5076
gene_10575,MAP3K4,chr6,6700
gene_10576,MAP3K5,chr6,5913
gene_10577,MAP3K6,chr1,4492
gene_10578,MAP3K7,chr6,6049
gene_10579,MAP3K8,chr10,3466
gene_10580,MAP3K9,chr14,6136
gene_10581,MAP4K1,chr19,3026
gene_10582,MAP4K2,chr11,3566
gene_10583,MAP4K3,chr2,4406
gene_10584,MAP4K4,chr2,11100
gene_10585,MAP4K5,chr14,6707
gene_10586,MAP4,chr3,18367
gene_10587,MAP6D1,chr3,2138
gene_10588,MAP6,chr11,5793
gene_10589,MAP7D1,chr1,3911
gene_10590,MAP7D2,chrX,4561
gene_10591,MAP7D3,chrX,7090
gene_10592,MAP7,chr6,5774
gene_10593,MAP9,chr4,8375
gene_10594,MAPK10,chr4,9190
gene_10595,MAPK11,chr22,3973
gene_10596,MAPK12,chr22,6919
gene_10597,MAPK13,chr6,6348
gene_10598,MAPK14,chr6,6850
gene_10599,MAPK15,chr8,1888
gene_10600,MAPK1IP1L,chr14,6469
gene_10601,MAPK1,chr22,6206
gene_10602,MAPK3,chr16,3389
gene_10603,MAPK4,chr18,6464
gene_10604,MAPK6,chr15,4225
gene_10605,MAPK7,chr17,3402
gene_10606,MAPK8IP1,chr11,3606
gene_10607,MAPK8IP2,chr22,3813
gene_10608,MAPK8IP3,chr16,11276
gene_10609,MAPK8,chr10,2068
gene_10610,MAPK9,chr5,9229
gene_10611,MAPKAP1,chr9,5758
gene_10612,MAPKAPK2,chr1,5228
gene_10613,MAPKAPK3,chr3,3533
gene_10614,MAPKAPK5,chr12,2407
gene_10615,MAPKBP1,chr15,8930
gene_10616,MAPKSP1,chr4,4393
gene_10617,MAPRE1,chr20,2623
gene_10618,MAPRE2,chr18,5560
gene_10619,MAPRE3,chr2,2737
gene_10620,MAPT,chr17,6815
gene_10621,MARCH10,chr17,4368
gene_10622,MARCH11,chr5,1757
gene_10623,MARCH1,chr4,5813
gene_10624,MARCH2,chr19,1651
gene_10625,MARCH3,chr5,4481
gene_10626,MARCH4,chr2,4450
gene_10627,MARCH5,chr10,4367
gene_10628,MARCH6,chr5,11053
gene_10629,MARCH7,chr2,3878
gene_10630,MARCH8,chr10,4570
gene_10631,MARCH9,chr12,3799
gene_10632,MARCKSL1,chr1,1630
gene_10633,MARCKS,chr6,4291
gene_10634,MARCO,chr2,1968
gene_10635,MARK1,chr1,7365
gene_10636,MARK2,chr11,5554
gene_10637,MARK3,chr14,4438
gene_10638,MARK4,chr19,6349
gene_10639,MARS2,chr2,3087
gene_10640,MARS,chr12,6116
gene_10641,MARVELD1,chr10,3237
gene_10642,MARVELD2,chr5,3333
gene_10643,MARVELD3,chr16,4950
gene_10644,MAS1L,chr6,1137
gene_10645,MAS1,chr6,1134
gene_10646,MASP1,chr3,10100
gene_10647,MASP2,chr1,4988
gene_10648,MAST1,chr19,5314
gene_10649,MAST2,chr1,9396
gene_10650,MAST3,chr19,5893
gene_10651,MAST4,chr5,13128
gene_10652,MASTL,chr10,3765
gene_10653,MAT1A,chr10,3404
gene_10654,MAT2A,chr2,5030
gene_10655,MAT2B,chr5,5543
gene_10656,MATK,chr19,2635
gene_10657,MATN1,chr1,3830
gene_10658,MATN2,chr8,5078
gene_10659,MATN3,chr2,2583
gene_10660,MATN4,chr20,2985
gene_10661,MATR3,chr5,14936
gene_10662,MAVS,chr20,12105
gene_10663,MAX,chr14,4002
gene_10664,MAZ,chr16,2948
gene_10665,MBD1,chr18,7806
gene_10666,MBD2,chr18,5611
gene_10667,MBD3L1,chr19,748
gene_10668,MBD3L2,chr19,774
gene_10669,MBD3L5,chr19,773
gene_10670,MBD3,chr19,4338
gene_10671,MBD4,chr3,4119
gene_10672,MBD5,chr2,7697
gene_10673,MBD6,chr12,5016
gene_10674,MBIP,chr14,2426
gene_10675,MBL1P,chr10,1424
gene_10676,MBL2,chr10,3569
gene_10677,MBLAC1,chr7,1499
gene_10678,MBLAC2,chr5,4280
gene_10679,MBNL1,chr3,7023
gene_10680,MBNL2,chr13,6997
gene_10681,MBNL3,chrX,12879
gene_10682,MBOAT1,chr6,4319
gene_10683,MBOAT2,chr2,3856
gene_10684,MBOAT4,chr8,1663
gene_10685,MBOAT7,chr19,3639
gene_10686,MBP,chr18,20212
gene_10687,MBTD1,chr17,6951
gene_10688,MBTPS1,chr16,5183
gene_10689,MBTPS2,chrX,5858
gene_10690,MB,chr22,1492
gene_10691,MC1R,chr16,3099
gene_10692,MC2R,chr18,3652
gene_10693,MC3R,chr20,1084
gene_10694,MC4R,chr18,1438
gene_10695,MC5R,chr18,1319
gene_10696,MCAM,chr11,3625
gene_10697,MCART1,chr9,4719
gene_10698,MCART2,chr18,1185
gene_10699,MCART3P,chr6,1605
gene_10700,MCART6,chrX,6224
gene_10701,MCAT,chr22,2565
gene_10702,MCCC1,chr3,4079
gene_10703,MCCC2,chr5,5559
gene_10704,MCCD1,chr6,709
gene_10705,MCC,chr5,10431
gene_10706,MCEE,chr2,870
gene_10707,MCF2L2,chr3,7139
gene_10708,MCF2L,chr13,10041
gene_10709,MCF2,chrX,4458
gene_10710,MCFD2,chr2,4696
gene_10711,MCHR1,chr22,2555
gene_10712,MCHR2,chr6,2432
gene_10713,MCL1,chr1,5100
gene_10714,MCM10,chr10,6702
gene_10715,MCM2,chr3,3974
gene_10716,MCM3APAS,chr21,2899
gene_10717,MCM3AP,chr21,8322
gene_10718,MCM3,chr6,3208
gene_10719,MCM4,chr8,6036
gene_10720,MCM5,chr22,6232
gene_10721,MCM6,chr2,3787
gene_10722,MCM7,chr7,3747
gene_10723,MCM8,chr20,6914
gene_10724,MCM9,chr6,6267
gene_10725,MCOLN1,chr19,3570
gene_10726,MCOLN2,chr1,3091
gene_10727,MCOLN3,chr1,8687
gene_10728,MCPH1,chr8,6181
gene_10729,MCRS1,chr12,2838
gene_10730,MCTP1,chr5,4503
gene_10731,MCTP2,chr15,12839
gene_10732,MCTS1,chrX,10132
gene_10733,MDC1,chr6,8277
gene_10734,MDFIC,chr7,5793
gene_10735,MDFI,chr6,1983
gene_10736,MDGA1,chr6,10306
gene_10737,MDGA2,chr14,7326
gene_10738,MDH1B,chr2,3050
gene_10739,MDH1,chr2,1883
gene_10740,MDH2,chr7,1305
gene_10741,MDK,chr11,3397
gene_10742,MDM1,chr12,7522
gene_10743,MDM2,chr12,7892
gene_10744,MDM4,chr1,24783
gene_10745,MDN1,chr6,18943
gene_10746,MDP1,chr14,3310
gene_10747,MDS2,chr1,2140
gene_10748,ME1,chr6,3517
gene_10749,ME2,chr18,4622
gene_10750,ME3,chr11,3232
gene_10751,MEA1,chr6,1391
gene_10752,MEAF6,chr1,9664
gene_10753,MECOM,chr3,7428
gene_10754,MECP2,chrX,10241
gene_10755,MECR,chr1,3485
gene_10756,MED10,chr5,1028
gene_10757,MED11,chr17,830
gene_10758,MED12L,chr3,11931
gene_10759,MED12,chrX,7600
gene_10760,MED13L,chr12,9378
gene_10761,MED13,chr17,11272
gene_10762,MED14,chrX,7616
gene_10763,MED15,chr22,7685
gene_10764,MED16,chr19,4028
gene_10765,MED17,chr11,5293
gene_10766,MED18,chr1,2947
gene_10767,MED19,chr11,2469
gene_10768,MED1,chr17,9308
gene_10769,MED20,chr6,2916
gene_10770,MED21,chr12,3154
gene_10771,MED22,chr9,4871
gene_10772,MED23,chr6,6925
gene_10773,MED24,chr17,5100
gene_10774,MED25,chr19,3322
gene_10775,MED26,chr19,5353
gene_10776,MED27,chr9,3758
gene_10777,MED28,chr4,1830
gene_10778,MED29,chr19,3567
gene_10779,MED30,chr8,972
gene_10780,MED31,chr17,1656
gene_10781,MED4,chr13,2369
gene_10782,MED6,chr14,2753
gene_10783,MED7,chr5,1475
gene_10784,MED8,chr1,3002
gene_10785,MED9,chr17,2222
gene_10786,MEF2A,chr15,6135
gene_10787,MEF2B,chr19,2481
gene_10788,MEF2C,chr5,11706
gene_10789,MEF2D,chr1,10825
gene_10790,MEFV,chr16,3707
gene_10791,MEG3,chr14,12354
gene_10792,MEG8,chr14,498
